FREQ_A,FREQ_R,FREQ_N,FREQ_D,FREQ_C,FREQ_Q,FREQ_E,FREQ_G,FREQ_H,FREQ_I,FREQ_L,FREQ_K,FREQ_M,FREQ_F,FREQ_P,FREQ_S,FREQ_T,FREQ_W,FREQ_Y,FREQ_V
0.134382907,0.058476244,0.047511948,0.057632837,0.017430419,0.036266517,0.052010121,0.078718021,0.004217037,0.064098960,0.088276638,0.043013776,0.018554962,0.022490863,0.029238122,0.075625527,0.055383750,0.003654765,0.051166714,0.061849873
0.058557573,0.061036972,0.027273390,0.056442792,0.004229563,0.032378035,0.045504266,0.076132137,0.020199810,0.069787793,0.066141617,0.020710275,0.006927733,0.037628528,0.099686429,0.101363670,0.104936921,0.003427405,0.032305112,0.075329979
0.0820,0.0361,0.0621,0.0405,0.0233,0.0465,0.0410,0.0585,0.0107,0.1019,0.1082,0.0454,0.0155,0.0221,0.0334,0.0863,0.0764,0.0037,0.0301,0.0761
0.097852397,0.040325488,0.029098213,0.024463099,0.004583612,0.023072565,0.024617603,0.073852809,0.010300252,0.104856569,0.147808621,0.025647628,0.030025236,0.063140547,0.043982078,0.064840089,0.054488335,0.019055467,0.031570273,0.086419117
0.104979812,0.034993271,0.022880215,0.017048004,0.010318528,0.025123374,0.020637057,0.090623598,0.016599372,0.095558546,0.122925079,0.040376851,0.032301480,0.080305070,0.048452221,0.058322118,0.048452221,0.025572005,0.027815164,0.076716016
0.0968,0.0335,0.0274,0.0204,0.0199,0.0181,0.0326,0.1034,0.0140,0.0806,0.1188,0.0331,0.0293,0.0750,0.0424,0.0687,0.0570,0.0139,0.0302,0.0848
0.1064,0.0707,0.0369,0.0440,0.0034,0.0352,0.0572,0.0665,0.0124,0.0802,0.1472,0.0332,0.0304,0.0334,0.0275,0.0602,0.0551,0.0084,0.0119,0.0798
0.117012448,0.056984786,0.035131397,0.047856155,0.017704011,0.032088520,0.054218534,0.065283541,0.024343015,0.040387275,0.102351314,0.032365145,0.011618257,0.031535270,0.089903181,0.086860304,0.053388658,0.006362379,0.025172891,0.069432918
0.059750136,0.037208039,0.070070614,0.051059207,0.009505703,0.054861488,0.039923954,0.081613254,0.027566540,0.043862032,0.067354699,0.040195546,0.020640956,0.043318848,0.071292776,0.065181966,0.092884302,0.023492667,0.044948398,0.055268876
0.117954071,0.049060543,0.034446764,0.039665971,0E-9,0.051496173,0.070981211,0.074112735,0.017745303,0.058803062,0.100556715,0.015309673,0.017397356,0.038622129,0.049408490,0.069241475,0.067501740,0.020180932,0.039318024,0.068197634
0.097815415,0.023441335,0.025282278,0.018777614,0.012641139,0.025159548,0.020741286,0.103215513,0.011904762,0.096710849,0.131197840,0.024914089,0.038782523,0.060996564,0.048232695,0.071796760,0.061364752,0.009818360,0.020986745,0.096219931
0.096284880,0.042220960,0.039544127,0.040436405,0.002352369,0.043721609,0.050535367,0.074870214,0.007300454,0.075356911,0.111575276,0.038570733,0.030621350,0.045506165,0.045708955,0.069313757,0.058444192,0.007300454,0.024537638,0.095798183
0.095050406,0.025847040,0.022132949,0.011597059,0.009171530,0.020086409,0.022663534,0.074963996,0.008337755,0.099370878,0.157659365,0.031835064,0.025847040,0.079436065,0.036913515,0.075797772,0.058136891,0.022436140,0.035018570,0.087698022
0.109455587,0.071060172,0.052722063,0.041833811,0.011461318,0.048710602,0.036103152,0.065902579,0.014326648,0.065902579,0.077936963,0.005157593,0.047564470,0.030372493,0.064756447,0.045845272,0.075644699,0.012607450,0.037822350,0.084813754
0.077634493,0.026963658,0.020646086,0.018496809,0.009053016,0.027680083,0.027810343,0.048586688,0.008206331,0.104533021,0.146997525,0.034388433,0.023316400,0.113520907,0.052885242,0.059919239,0.050996483,0.014589032,0.049172854,0.084603361
0.1128,0.0226,0.0300,0.0306,0.0123,0.0180,0.0267,0.1242,0.0205,0.0752,0.1144,0.0283,0.0308,0.0661,0.0268,0.0619,0.0531,0.0279,0.0315,0.0863
0.090244117,0.030845157,0.029875738,0.025293029,0.012954966,0.022913545,0.023089803,0.080814312,0.019035869,0.097646955,0.133779854,0.038864898,0.029611351,0.064862959,0.038424253,0.073763990,0.055433154,0.012602450,0.021239094,0.098704503
0.110709117,0.023396044,0.017848529,0.027255186,0.010612639,0.023154848,0.014230584,0.080318379,0.010612639,0.110226725,0.157983599,0.022431259,0.032561505,0.068017366,0.023637241,0.079112397,0.055475157,0.009165461,0.027013989,0.096237337
0.097756789,0.020070838,0.037072019,0.036363636,0.010389610,0.014167651,0.012514758,0.105312869,0.014167651,0.096103896,0.152538371,0.023376623,0.030224321,0.073907910,0.034002361,0.056434475,0.044628099,0.017709563,0.037308146,0.085950413
0.065353912,0.043001597,0.023203832,0.030122406,0.017136775,0.024161788,0.035444385,0.072485365,0.019052688,0.082384247,0.133475253,0.040340607,0.031825439,0.077275146,0.054497073,0.062373603,0.062054284,0.014369345,0.030335285,0.081106972
0.159338061,0.026477541,0.027895981,0.018912530,0.011820331,0.027423168,0.021749409,0.121513002,0.014657210,0.043971631,0.129078014,0.027423168,0.026950355,0.037825059,0.045390071,0.073758865,0.061465721,0.028368794,0.013238771,0.082742317
0.087131367,0.059651475,0.018096515,0.017426273,0.015415550,0.022117962,0.033512064,0.084450402,0.014745308,0.058981233,0.181635389,0.032841823,0.058310992,0.037533512,0.024798928,0.045576408,0.079758713,0.018096515,0.012734584,0.097184987
0.121450564,0.039115064,0.022351465,0.024404151,0.009237085,0.024404151,0.018132056,0.098186794,0.013000342,0.085072414,0.159425248,0.017903980,0.030562208,0.050860988,0.043676588,0.066256130,0.047895997,0.017333789,0.020526856,0.090204128
0.076695620,0.036037701,0.022546664,0.021622621,0.007207540,0.029384587,0.024025134,0.093513214,0.012197376,0.104971355,0.156348180,0.029569396,0.030123822,0.079282942,0.038255406,0.072260211,0.040288302,0.017741637,0.031787100,0.076141194
0.1041,0.0642,0.0252,0.0398,0.0081,0.0683,0.0358,0.1098,0.0114,0.0236,0.1569,0.0276,0.0154,0.0325,0.0553,0.0585,0.0520,0.0285,0.0171,0.0659
0.149476831,0.032884903,0.026905830,0.023916293,0.020926756,0.010463378,0.055306428,0.058295964,0.023916293,0.104633782,0.130044843,0.034379671,0.025411061,0.065769806,0.008968610,0.061285501,0.043348281,0.014947683,0.016442451,0.092675635
0.122488408,0.030525502,0.035162287,0.024729521,0.007341577,0.028207110,0.030911901,0.100850077,0.011978362,0.090417311,0.093508501,0.040185471,0.035935085,0.068006182,0.028207110,0.057959815,0.059891808,0.017387944,0.031684699,0.084621329
0.072857143,0.030357143,0.086785714,0.064285714,0.002500000,0.033571429,0.057142857,0.052857143,0.013214286,0.065714286,0.063928571,0.080357143,0.008214286,0.030000000,0.037500000,0.083571429,0.065357143,0.015714286,0.047142857,0.088928571
0.111288181,0.082071713,0.028685259,0.054980080,0.016201859,0.037981408,0.068525896,0.078618858,0.033997344,0.040371846,0.103320053,0.029747676,0.023373174,0.027357238,0.054980080,0.052589641,0.050730412,0.013280212,0.019920319,0.071978752
0.0801,0.0267,0.0364,0.0220,0.0211,0.0250,0.0251,0.0740,0.0172,0.0944,0.1191,0.0412,0.0326,0.0723,0.0405,0.0728,0.0574,0.0183,0.0388,0.0848
0.095476030,0.078865631,0.024442944,0.061985145,0.010803511,0.032140446,0.066306550,0.097636732,0.029304524,0.047130317,0.096286293,0.027954085,0.019446320,0.031600270,0.047400405,0.054017556,0.059014180,0.015395003,0.025523295,0.079270763
0.092631579,0.086578947,0.035263158,0.057697368,0.006644737,0.040526316,0.063684211,0.058486842,0.026973684,0.057697368,0.125131579,0.043289474,0.018421053,0.034407895,0.037894737,0.058815789,0.057960526,0.015986842,0.030065789,0.051842105
0.124734832,0.055791260,0.012515910,0.028213831,0.028213831,0.023334748,0.028425965,0.072125583,0.020577005,0.060246076,0.158676283,0.024395418,0.024183284,0.035214255,0.044548154,0.039456937,0.046457361,0.040941875,0.037123462,0.094823929
0.106234730,0.028504208,0.032033300,0.020088680,0.010406298,0.029409103,0.024432178,0.082345489,0.009772871,0.097095285,0.137272645,0.022803366,0.035200434,0.065423944,0.035019455,0.074382409,0.053660302,0.012306579,0.035652882,0.087955841
0.0985,0.0471,0.0241,0.0350,0.0173,0.0209,0.0248,0.0794,0.0318,0.0592,0.1194,0.0299,0.0231,0.0669,0.0494,0.0707,0.0518,0.0261,0.0428,0.0819
0.079523810,0.030095238,0.031238095,0.023523810,0.003714286,0.027619048,0.025238095,0.067714286,0.010380952,0.114571429,0.165142857,0.033428571,0.025428571,0.071714286,0.041904762,0.055714286,0.046666667,0.016857143,0.031809524,0.097714286
0.096596136,0.053664520,0.025145661,0.046611469,0.022999080,0.035571910,0.053971174,0.092916283,0.033118675,0.037718491,0.090463048,0.027905550,0.017479301,0.047838086,0.049678013,0.072983747,0.061330880,0.012266176,0.019319227,0.102422570
0.103773585,0.062607204,0.030445969,0.026157804,0.034734134,0.018867925,0.031303602,0.065608919,0.025728988,0.064322470,0.135934820,0.031303602,0.017581475,0.039022298,0.039451115,0.056603774,0.062607204,0.017581475,0.049742710,0.086620926
0.104429171,0.037609775,0.025009546,0.026727759,0.002863688,0.029782360,0.046964490,0.081519664,0.016418480,0.069301260,0.120274914,0.038755250,0.035127911,0.076746850,0.042382589,0.054219168,0.054028255,0.028636884,0.033600611,0.075601375
0.0630,0.0598,0.0420,0.0469,0.0352,0.0237,0.0551,0.0431,0.0278,0.0442,0.1310,0.0448,0.0278,0.0508,0.0584,0.0663,0.0674,0.0079,0.0300,0.0745
0.059968847,0.064641745,0.046988577,0.044392523,0.055295950,0.027258567,0.058670820,0.069574247,0.032450675,0.048286604,0.080477674,0.043873313,0.032191070,0.052699896,0.032450675,0.068276220,0.057113188,0.011941848,0.029335410,0.084112150
0.076773836,0.082039911,0.046286031,0.065133038,0.006651885,0.047117517,0.052106430,0.048503326,0.019678492,0.073447894,0.087305987,0.026607539,0.038248337,0.043514412,0.059866962,0.046840355,0.053769401,0.010254989,0.040742794,0.075110865
0.084136722,0.025124160,0.022787029,0.017528484,0.012562080,0.021326322,0.023371312,0.074496056,0.009056383,0.099620216,0.163307041,0.041776220,0.042944785,0.058428279,0.052293310,0.059888986,0.051416886,0.016359918,0.030966988,0.092608823
0.090611774,0.033859177,0.037706810,0.022316275,0.007310504,0.028664871,0.017121970,0.105040400,0.007695267,0.107156599,0.146210081,0.039245864,0.025394382,0.090419392,0.013659100,0.059830704,0.033666795,0.017121970,0.021354367,0.095613698
0.112142857,0.037142857,0.029285714,0.018095238,0.008333333,0.025238095,0.017857143,0.093571429,0.011666667,0.080238095,0.145476190,0.035000000,0.028333333,0.068809524,0.032857143,0.071190476,0.043809524,0.025238095,0.030952381,0.084761905
0.141008174,0.124659401,0.019073569,0.085149864,0.002724796,0.026566757,0.075613079,0.038147139,0.021798365,0.021117166,0.143051771,0.008855586,0.012261580,0.009536785,0.086512262,0.041553134,0.040871935,0.007493188,0.010217984,0.083787466
0.126400717,0.027341999,0.015239803,0.017032721,0.010309278,0.021066786,0.022859704,0.103092784,0.015239803,0.081577768,0.134468848,0.027341999,0.030479606,0.065889736,0.046167638,0.056476916,0.055132228,0.012102196,0.025549081,0.106230390
0.095753539,0.036219817,0.019567027,0.022064946,0.004163197,0.015820150,0.039134055,0.082014988,0.012905912,0.127810158,0.148626145,0.039134055,0.038717735,0.067860117,0.037885096,0.064945878,0.052456286,0.006244796,0.018734388,0.069941715
0.097842449,0.017561465,0.060461616,0.053938786,0.002508781,0.038886101,0.034872052,0.095333668,0.006522830,0.084295033,0.067235324,0.047165078,0.013798294,0.033366784,0.034370296,0.078023081,0.097089814,0.006271952,0.032112393,0.098344205
0.106013639,0.033353999,0.020210787,0.016367018,0.004587725,0.017482951,0.018846869,0.113205208,0.010663360,0.092374458,0.149411035,0.034717917,0.028270304,0.066955983,0.041289523,0.065964042,0.047737136,0.012523249,0.026782393,0.093242405
0.052214726,0.061014960,0.051041361,0.056614843,0.005573482,0.019067175,0.094162511,0.077442065,0.018187152,0.078028747,0.101789381,0.068641830,0.017013787,0.035200939,0.033440892,0.058961572,0.039014374,0.006160164,0.034320915,0.092109123
0.115744681,0.024680851,0.034042553,0.022127660,0.009361702,0.008510638,0.039148936,0.119148936,0.004255319,0.095319149,0.148085106,0.043404255,0.017021277,0.063829787,0.020425532,0.061276596,0.054468085,0.014468085,0.029787234,0.074893617
0.080586510,0.036129032,0.038592375,0.021700880,0.005043988,0.026392962,0.023225806,0.063929619,0.009266862,0.104633431,0.142756598,0.036832845,0.027800587,0.072609971,0.029208211,0.078005865,0.053958944,0.013841642,0.050087977,0.085395894
0.0766,0.0213,0.0426,0.0203,0.0019,0.0078,0.0475,0.0853,0.0136,0.1386,0.1531,0.0446,0.0116,0.0959,0.0320,0.0543,0.0388,0.0078,0.0349,0.0717
0.0958,0.0504,0.0147,0.0355,0.0026,0.0201,0.0517,0.1122,0.0092,0.0814,0.1351,0.0395,0.0188,0.0483,0.0355,0.0513,0.0507,0.0237,0.0135,0.1099
0.113710004,0.028351559,0.024706359,0.020048603,0.005872823,0.014175780,0.027946537,0.108039692,0.010024301,0.081409478,0.151782098,0.025516403,0.031692993,0.064398542,0.053159174,0.071688943,0.051134062,0.007999190,0.025820170,0.082523289
0.069242875,0.070117153,0.033922014,0.041091100,0.008917643,0.027452352,0.105263158,0.052981290,0.007169086,0.062248645,0.104039168,0.087078161,0.018010142,0.029550621,0.038468264,0.068718307,0.042839657,0.008043364,0.050358454,0.074488547
0.131161595,0.035005001,0.021003000,0.024574939,0.002286041,0.019145592,0.057436777,0.096728104,0.011573082,0.082154594,0.131875982,0.038005429,0.024717817,0.042720389,0.027003858,0.081154451,0.048721246,0.006429490,0.026575225,0.091727390
0.093820862,0.068877551,0.036281179,0.055839002,0.005952381,0.048185941,0.134070295,0.038832200,0.009920635,0.072562358,0.107709751,0.100907029,0.014172336,0.022108844,0.019274376,0.050170068,0.028344671,0.002551020,0.019274376,0.071145125
0.099349092,0.028091812,0.029804728,0.024665982,0.008564577,0.022610483,0.026036314,0.092497431,0.009934909,0.085988352,0.128126071,0.020554985,0.030489894,0.075710860,0.034600891,0.075025694,0.058924289,0.035971223,0.028776978,0.084275437
0.087258931,0.051849510,0.036041733,0.024027822,0.027189377,0.027821688,0.019285488,0.045526399,0.023079355,0.091052798,0.123300664,0.020233955,0.028453999,0.067341132,0.042997155,0.072399621,0.052797977,0.036041733,0.038887132,0.084413531
0.061082832,0.030772790,0.035863026,0.022906062,0.005784359,0.067561314,0.030541416,0.048588616,0.010411846,0.093012494,0.127024526,0.056686719,0.059231837,0.063627950,0.062933827,0.052521981,0.048357242,0.021980565,0.043267006,0.057843591
0.102480418,0.046671018,0.056788512,0.047323760,0.000979112,0.056788512,0.035574413,0.102806789,0.003916449,0.071148825,0.083877285,0.039164491,0.023172324,0.023825065,0.047650131,0.069843342,0.071801567,0E-9,0.013054830,0.103133159
0.061511858,0.046195652,0.027915020,0.047924901,0.029397233,0.030385375,0.057806324,0.035326087,0.027173913,0.061017787,0.146739130,0.029150198,0.023715415,0.050889328,0.077322134,0.087697628,0.041996047,0.010128458,0.030632411,0.077075099
0.099272656,0.037350108,0.026538235,0.030469825,0.009828976,0.014940043,0.026931394,0.082759976,0.010025555,0.070375467,0.146648319,0.024965599,0.028307450,0.076666011,0.043247494,0.053469628,0.055632003,0.034597995,0.036956949,0.091016316
0.090531561,0.041251384,0.028239203,0.040974529,0.002491694,0.017995570,0.031838317,0.064784053,0.008859358,0.101605759,0.135382060,0.035714286,0.026301218,0.063953488,0.017441860,0.070321152,0.077242525,0.010797342,0.029900332,0.104374308
0.0844,0.0641,0.0249,0.0184,0.0050,0.0268,0.0350,0.0624,0.0117,0.0831,0.1593,0.0373,0.0277,0.0681,0.0438,0.0653,0.0626,0.0191,0.0258,0.0752
0.104106420,0.030075188,0.056487372,0.053402738,0E-9,0.045691151,0.052246000,0.097358782,0.014266435,0.067476383,0.108540582,0.079236553,0.004819742,0.030075188,0.015037594,0.084441874,0.064006169,0.005012531,0.028340081,0.059379217
0.0703,0.0385,0.0370,0.0296,0.0103,0.0208,0.0311,0.0786,0.0148,0.0934,0.1250,0.0350,0.0306,0.0816,0.0306,0.0830,0.0651,0.0154,0.0311,0.0782
0.105885134,0.035688962,0.021271567,0.021744268,0.011344836,0.024107776,0.030489246,0.099740014,0.007563224,0.083904514,0.125974947,0.020798866,0.030489246,0.065232805,0.029543843,0.064996455,0.073032380,0.011344836,0.025053179,0.111793902
0.104336895,0.028912634,0.027027027,0.015713388,0.003771213,0.022627278,0.030169705,0.091137649,0.015084852,0.116907605,0.142049026,0.048397234,0.030798240,0.063482087,0.037712131,0.038340666,0.042740415,0.020741672,0.037083595,0.082966688
0.111945905,0.017468069,0.021224643,0.021788129,0.007513148,0.017092412,0.026296018,0.104432757,0.016528926,0.103493614,0.143125470,0.033809166,0.042637115,0.052967693,0.045454545,0.057663411,0.057851240,0.011457551,0.014650639,0.092599549
0.118490967,0.085015940,0.034006376,0.040382572,0.003188098,0.061636557,0.083953241,0.053666312,0.009564293,0.029755579,0.092454835,0.037725824,0.024973433,0.018597237,0.036663124,0.062699256,0.058979809,0.040382572,0.019659936,0.088204038
0.113282664,0.024610930,0.018820123,0.028592110,0.011943540,0.014477018,0.024610930,0.095548317,0.017372421,0.091929063,0.116539993,0.031125588,0.035106768,0.061165400,0.055012667,0.057908071,0.050669562,0.019543974,0.032573290,0.099167571
0.100071480,0.030021444,0.011436741,0.012151537,0.012151537,0.021443888,0.010721944,0.115796998,0.012151537,0.096497498,0.161543960,0.025732666,0.027877055,0.075768406,0.056468906,0.055754110,0.045746962,0.018584703,0.034310222,0.075768406
0.111667860,0.016941064,0.027439752,0.016463851,0.006919590,0.021235982,0.024337867,0.085421141,0.008112622,0.103793844,0.130517776,0.040085898,0.026246719,0.072059174,0.045335242,0.079455977,0.061083274,0.016225245,0.023144834,0.083512288
0.1100,0.0415,0.0189,0.0361,0.0113,0.0129,0.0259,0.1052,0.0146,0.0728,0.1575,0.0313,0.0264,0.0593,0.0351,0.0588,0.0448,0.0173,0.0259,0.0944
0.089454028,0.036279566,0.019384670,0.027921039,0.005690912,0.021696603,0.031655700,0.084296639,0.018317624,0.114351770,0.140850080,0.039836386,0.019918193,0.081451183,0.029343767,0.068290948,0.048194914,0.014938645,0.026320470,0.081806865
0.081712062,0.028696498,0.013618677,0.012159533,0.010700389,0.015077821,0.017023346,0.098735409,0.010214008,0.084143969,0.184824903,0.035505837,0.026750973,0.083171206,0.039396887,0.081712062,0.046692607,0.011186770,0.033073930,0.085603113
0.051090343,0.034890966,0.043613707,0.005607477,0.024922118,0.025545171,0.011838006,0.045482866,0.021806854,0.112772586,0.120872274,0.023052960,0.028037383,0.106542056,0.071651090,0.063551402,0.062928349,0.025545171,0.065420561,0.054828660
0.058624577,0.050732807,0.029312289,0.089064262,0.033821871,0.020293123,0.117812852,0.058624577,0.030439684,0.029875986,0.098083427,0.020293123,0.026493799,0.027057497,0.112175874,0.076662909,0.040586246,0.001691094,0.019729425,0.058624577
0.1050,0.0692,0.0322,0.0432,0.0064,0.0236,0.1337,0.0432,0.0302,0.0574,0.0944,0.0764,0.0220,0.0614,0.0270,0.0434,0.0328,0.0086,0.0538,0.0364
0.068533589,0.051699378,0.036700176,0.034625818,0.026727302,0.042604117,0.043721079,0.043401947,0.021302058,0.078187330,0.124222116,0.033668422,0.038295835,0.070448380,0.030237753,0.065980533,0.053055689,0.017312909,0.049625020,0.069650551
0.085008741,0.044361888,0.041739510,0.057255245,0.007211538,0.061188811,0.108391608,0.045454545,0.009615385,0.065559441,0.115384615,0.085008741,0.022071678,0.023382867,0.016389860,0.056381119,0.052229021,0.003059441,0.029938811,0.070367133
0.102079672,0.036174575,0.030023433,0.021675454,0.006297598,0.024897481,0.025629760,0.072642062,0.011130639,0.080843585,0.153485647,0.033831283,0.028851787,0.078353837,0.041300527,0.071177504,0.051405975,0.013766842,0.035295841,0.081136497
0.056798623,0.018932874,0.006884682,0.001721170,0.075731497,0.017211704,0E-9,0.006884682,0.025817556,0.098106713,0.261617900,0.001721170,0.018932874,0.108433735,0.036144578,0.048192771,0.039586919,0.018932874,0.046471601,0.111876076
0.130887611,0.026426240,0.027980724,0.041038396,0.010725944,0.014923053,0.035597699,0.112389243,0.005751593,0.084719416,0.105549510,0.039483911,0.029379761,0.048189025,0.033421421,0.064044769,0.058448624,0.008705114,0.031245142,0.091092803
